2023-01-06 14:15:35,623: '3'
2023-01-06 14:15:45,359: 's'
2023-01-06 14:15:45,745: 'u'
2023-01-06 14:15:46,130: 's'
2023-01-06 14:15:46,342: 'a'
2023-01-06 14:15:46,847: 'n'
2023-01-06 14:15:47,288: 'l'
2023-01-06 14:15:47,619: 'u'
2023-01-06 14:15:47,971: 'm'
2023-01-06 14:15:48,398: 'a'
2023-01-06 14:15:48,687: 'w'
2023-01-06 14:15:48,924: 'a'
2023-01-06 14:15:49,316: 'g'
2023-01-06 14:15:58,737: '5'
2023-01-06 14:16:00,049: '9'
2023-01-06 14:16:00,778: '4'
2023-01-06 14:16:01,421: '7'
2023-01-06 14:16:01,855: '9'
2023-01-06 14:16:02,505: '3'
2023-01-06 14:16:29,555: '5'
2023-01-06 14:16:30,245: '9'
2023-01-06 14:16:30,814: '4'
2023-01-06 14:16:31,219: '7'
2023-01-06 14:16:31,598: '9'
2023-01-06 14:16:32,099: '3'
2023-01-06 14:16:32,842: Key.space
2023-01-06 14:16:51,537: Key.f4
2023-01-06 14:16:54,793: Key.backspace
2023-01-06 14:16:55,294: Key.backspace
2023-01-06 14:16:55,329: Key.backspace
2023-01-06 14:16:55,361: Key.backspace
2023-01-06 14:16:55,394: Key.backspace
2023-01-06 14:16:55,427: Key.backspace
2023-01-06 14:16:55,461: Key.backspace
2023-01-06 14:16:55,496: Key.backspace
2023-01-06 14:16:55,528: Key.backspace
2023-01-06 14:16:55,560: Key.backspace
2023-01-06 14:16:55,596: Key.backspace
2023-01-06 14:16:55,627: Key.backspace
2023-01-06 14:16:55,658: Key.backspace
2023-01-06 14:16:55,690: Key.backspace
2023-01-06 14:16:55,736: Key.backspace
2023-01-06 14:16:55,768: Key.backspace
2023-01-06 14:16:55,799: Key.backspace
2023-01-06 14:16:55,830: Key.backspace
2023-01-06 14:16:55,877: Key.backspace
2023-01-06 14:16:55,892: Key.backspace
2023-01-06 14:16:55,924: Key.backspace
2023-01-06 14:16:55,955: Key.backspace
2023-01-06 14:16:56,657: '0'
2023-01-06 14:16:56,913: '9'
2023-01-06 14:16:57,760: '7'
2023-01-06 14:16:58,138: '5'
2023-01-06 14:16:59,512: '4'
2023-01-06 14:17:00,539: '6'
2023-01-06 14:17:01,434: '9'
2023-01-06 14:17:01,667: '0'
2023-01-06 14:17:03,955: '3'
2023-01-06 14:17:04,546: '9'
2023-01-06 14:17:04,882: '7'
2023-01-06 14:17:11,221: 'l'
2023-01-06 14:17:11,515: 'i'
2023-01-06 14:17:12,067: 'f'
2023-01-06 14:17:12,414: 'e'
2023-01-06 14:17:12,901: 'a'
2023-01-06 14:17:13,106: 'n'
2023-01-06 14:17:13,452: 'g'
2023-01-06 14:17:13,704: 'e'
2023-01-06 14:17:13,954: 'r'
2023-01-06 14:17:14,267: Key.enter
2023-01-06 14:17:37,575: Key.enter
2023-01-06 14:18:06,219: 's'
2023-01-06 14:18:06,595: 'u'
2023-01-06 14:18:07,020: 's'
2023-01-06 14:18:07,259: 'a'
2023-01-06 14:18:09,219: 'n'
2023-01-06 14:18:09,539: Key.space
2023-01-06 14:20:09,716: '0'
2023-01-06 14:20:10,001: '9'
2023-01-06 14:20:10,455: '6'
2023-01-06 14:20:10,833: '5'
2023-01-06 14:20:24,719: '5'
2023-01-06 14:20:25,239: '9'
2023-01-06 14:20:25,868: '4'
2023-01-06 14:20:26,319: '7'
2023-01-06 14:20:26,652: '9'
2023-01-06 14:20:27,254: '3'
2023-01-06 14:20:43,059: '5'
2023-01-06 14:20:54,172: '9'
2023-01-06 14:20:55,267: '4'
2023-01-06 14:20:57,729: '7'
2023-01-06 14:20:58,430: '9'
2023-01-06 14:20:59,110: '3'
2023-01-06 14:21:24,182: '5'
2023-01-06 14:21:31,400: '9'
2023-01-06 14:21:34,060: '9'
2023-01-06 14:21:34,807: '4'
2023-01-06 14:21:38,468: '7'
2023-01-06 14:21:39,081: '9'
2023-01-06 14:21:39,630: '3'
2023-01-06 14:22:29,440: 'l'
2023-01-06 14:22:29,800: 'o'
2023-01-06 14:22:30,240: 'v'
2023-01-06 14:22:30,704: 'e'
2023-01-06 14:22:32,304: Key.space
2023-01-06 14:23:40,993: Key.space
2023-01-06 14:24:26,792: 't'
2023-01-06 14:24:27,121: 'i'
2023-01-06 14:24:27,377: 'k'
2023-01-06 14:30:23,610: 'm'
2023-01-06 14:30:24,001: 'y'
2023-01-06 14:30:24,218: Key.space
2023-01-06 14:30:24,506: 'n'
2023-01-06 14:30:24,938: 'e'
2023-01-06 14:30:25,698: 'x'
2023-01-06 14:34:57,652: Key.shift_r
2023-01-06 14:34:57,696: Key.shift_r
2023-01-06 14:34:57,785: Key.space
2023-01-06 14:34:57,816: Key.shift_r
2023-01-06 14:34:58,329: Key.shift_r
2023-01-06 14:34:58,361: Key.shift_r
2023-01-06 14:34:58,393: Key.shift_r
2023-01-06 14:34:58,425: Key.shift_r
2023-01-06 14:34:58,456: Key.shift_r
2023-01-06 14:34:58,485: Key.shift_r
2023-01-06 14:34:58,517: Key.shift_r
2023-01-06 14:34:58,549: Key.shift_r
2023-01-06 14:34:58,581: Key.shift_r
2023-01-06 14:34:58,629: Key.shift_r
2023-01-06 14:34:58,661: Key.shift_r
2023-01-06 14:34:58,693: Key.shift_r
2023-01-06 14:35:06,057: Key.shift_r
2023-01-06 14:35:06,566: Key.shift_r
2023-01-06 14:35:06,597: Key.shift_r
2023-01-06 14:35:06,629: Key.shift_r
2023-01-06 14:35:06,660: Key.shift_r
2023-01-06 14:35:06,691: Key.shift_r
2023-01-06 14:35:06,722: Key.shift_r
2023-01-06 14:35:06,769: Key.shift_r
2023-01-06 14:35:06,801: Key.shift_r
2023-01-06 14:35:06,832: Key.shift_r
2023-01-06 14:35:06,863: Key.shift_r
2023-01-06 14:35:06,894: Key.shift_r
2023-01-06 14:35:06,925: Key.shift_r
2023-01-06 14:35:06,957: Key.shift_r
2023-01-06 14:35:06,988: Key.shift_r
2023-01-06 14:35:07,035: Key.shift_r
2023-01-06 14:35:07,066: Key.shift_r
2023-01-06 14:35:07,097: Key.shift_r
2023-01-06 14:35:07,128: Key.shift_r
2023-01-06 14:35:07,157: Key.shift_r
2023-01-06 14:35:07,188: Key.shift_r
2023-01-06 14:35:07,222: Key.shift_r
2023-01-06 14:35:07,253: Key.shift_r
2023-01-06 14:35:07,284: Key.shift_r
2023-01-06 14:35:07,331: Key.shift_r
2023-01-06 14:35:07,362: Key.shift_r
2023-01-06 14:35:07,394: Key.shift_r
2023-01-06 14:35:07,425: Key.shift_r
2023-01-06 14:35:07,456: Key.shift_r
2023-01-06 14:35:07,487: Key.shift_r
2023-01-06 14:35:07,519: Key.shift_r
2023-01-06 14:35:07,550: Key.shift_r
2023-01-06 14:35:07,581: Key.shift_r
2023-01-06 14:35:07,628: Key.shift_r
2023-01-06 14:35:07,659: Key.shift_r
2023-01-06 14:35:07,690: Key.shift_r
2023-01-06 14:35:07,723: Key.shift_r
2023-01-06 14:35:07,754: Key.shift_r
2023-01-06 14:35:07,785: Key.shift_r
2023-01-06 14:35:07,817: Key.shift_r
2023-01-06 14:35:07,848: Key.shift_r
2023-01-06 14:35:07,879: Key.shift_r
2023-01-06 14:35:07,926: Key.shift_r
2023-01-06 14:35:07,957: Key.shift_r
2023-01-06 14:35:07,988: Key.shift_r
2023-01-06 14:35:08,020: Key.shift_r
2023-01-06 14:35:08,051: Key.shift_r
2023-01-06 14:35:08,051: Key.ctrl_r
2023-01-06 14:35:08,067: Key.f6
2023-01-06 14:35:08,122: Key.f6
2023-01-06 14:35:17,833: 'v'
2023-01-06 14:35:17,848: 'c'
2023-01-06 14:35:19,419: Key.enter
2023-01-06 14:35:19,625: Key.enter
2023-01-06 14:35:19,812: Key.enter
2023-01-06 14:35:20,000: Key.enter
2023-01-06 14:35:20,141: Key.enter
2023-01-06 14:35:20,328: Key.enter
2023-01-06 14:35:20,499: Key.enter
2023-01-06 14:35:25,016: 'y'
2023-01-06 14:35:25,677: Key.enter
2023-01-06 14:35:27,706: 'y'
2023-01-06 14:35:28,574: Key.enter
2023-01-06 14:46:40,539: Key.alt_l
2023-01-06 14:48:02,485: Key.space
2023-01-06 14:53:15,746: Key.space
2023-01-06 14:59:34,839: <110>
2023-01-06 15:02:04,043: Key.f11
2023-01-06 15:06:56,196: Key.f11
2023-01-06 15:06:58,236: Key.f11
2023-01-06 15:07:02,766: 'n'
2023-01-06 15:07:02,909: 'e'
2023-01-06 15:07:03,237: 'o'
2023-01-06 15:07:03,469: 'n'
2023-01-06 15:07:08,214: Key.backspace
2023-01-06 15:07:08,421: Key.backspace
2023-01-06 15:07:08,622: Key.backspace
2023-01-06 15:07:08,982: Key.backspace
2023-01-06 15:07:18,455: Key.f11
2023-01-06 15:09:11,207: 'w'
2023-01-06 15:09:11,487: 'a'
2023-01-06 15:09:11,687: 'l'
2023-01-06 15:09:11,839: 'l'
2023-01-06 15:09:29,746: Key.backspace
2023-01-06 15:09:30,746: '1'
2023-01-06 15:09:30,986: '2'
2023-01-06 15:09:31,234: '3'
2023-01-06 15:09:40,727: 'y'
2023-01-06 15:09:40,907: Key.enter
2023-01-06 15:09:44,291: 'n'
2023-01-06 15:09:44,827: 'e'
2023-01-06 15:09:45,244: 'o'
2023-01-06 15:09:45,652: 'n'
2023-01-06 15:10:59,758: 'w'
2023-01-06 15:11:00,022: 'a'
2023-01-06 15:11:00,351: 'l'
2023-01-06 15:11:00,718: 'p'
2023-01-06 15:11:23,538: Key.backspace
2023-01-06 15:11:24,410: '1'
2023-01-06 15:11:24,626: '2'
2023-01-06 15:11:31,395: 'y'
2023-01-06 15:11:31,534: Key.enter
2023-01-06 15:11:34,187: 't'
2023-01-06 15:11:34,209: 'g'
2023-01-06 15:11:34,534: 'y'
2023-01-06 15:11:34,550: 'h'
2023-01-06 15:11:35,243: Key.backspace
2023-01-06 15:11:35,259: '\\'
2023-01-06 15:11:35,574: '\\'
2023-01-06 15:11:36,081: '\\'
2023-01-06 15:11:36,120: '\\'
2023-01-06 15:11:36,151: '\\'
2023-01-06 15:11:36,182: '\\'
2023-01-06 15:11:36,218: '\\'
2023-01-06 15:11:36,251: '\\'
2023-01-06 15:11:36,528: Key.backspace
2023-01-06 15:11:36,528: Key.insert
2023-01-06 15:11:36,554: Key.enter
2023-01-06 15:11:37,580: Key.backspace
2023-01-06 15:11:37,604: Key.f12
2023-01-06 15:11:37,795: Key.backspace
2023-01-06 15:11:37,812: Key.insert
2023-01-06 15:11:38,020: Key.backspace
2023-01-06 15:11:38,044: Key.f12
2023-01-06 15:11:39,810: Key.backspace
2023-01-06 15:11:40,804: 'y'
2023-01-06 15:11:41,532: Key.enter
2023-01-06 15:11:49,493: 'n'
2023-01-06 15:11:49,757: 'e'
2023-01-06 15:11:50,013: 'i'
2023-01-06 15:11:50,765: Key.backspace
2023-01-06 15:11:51,413: 'o'
2023-01-06 15:11:51,693: 'n'
2023-01-06 15:11:51,909: Key.space
2023-01-06 15:11:52,158: 'b'
2023-01-06 15:11:52,702: 'l'
2023-01-06 15:11:52,981: 'a'
2023-01-06 15:11:53,286: 'd'
2023-01-06 15:11:53,550: 'e'
2023-01-06 15:11:53,998: Key.enter
2023-01-06 15:18:02,937: Key.right
2023-01-06 15:18:03,145: Key.right
2023-01-06 15:18:03,305: Key.right
2023-01-06 15:18:03,809: Key.right
2023-01-06 15:18:04,017: Key.right
2023-01-06 15:18:14,875: Key.right
2023-01-06 15:18:15,082: Key.right
2023-01-06 15:18:15,259: Key.right
2023-01-06 15:18:15,803: Key.right
2023-01-06 15:18:22,388: Key.down
2023-01-06 15:18:22,388: Key.right
2023-01-06 15:18:22,828: Key.right
2023-01-06 15:18:23,235: Key.right
2023-01-06 15:18:23,572: Key.right
2023-01-06 15:18:23,900: Key.right
2023-01-06 15:18:24,212: Key.right
2023-01-06 15:18:24,509: Key.right
2023-01-06 15:18:24,788: Key.right
2023-01-06 15:18:24,980: Key.right
2023-01-06 15:18:25,172: Key.right
2023-01-06 15:18:25,404: Key.right
2023-01-06 15:18:25,604: Key.right
2023-01-06 15:18:25,756: Key.right
2023-01-06 15:18:25,948: Key.right
2023-01-06 15:18:26,165: Key.right
2023-01-06 15:18:26,333: Key.right
2023-01-06 15:18:26,501: Key.right
2023-01-06 15:18:27,525: Key.left
2023-01-06 15:32:10,679: Key.down
2023-01-06 15:41:21,295: Key.enter
2023-01-06 15:41:22,660: Key.enter
2023-01-06 15:41:22,863: Key.enter
2023-01-06 15:41:24,597: Key.esc
2023-01-06 15:41:52,544: '0'
2023-01-06 15:41:52,822: '9'
2023-01-06 15:42:00,946: '1'
2023-01-06 15:42:01,111: '0'
2023-01-06 15:42:05,626: '3'
2023-01-06 15:42:05,904: '8'
2023-01-06 15:42:06,156: '8'
2023-01-06 15:42:07,020: '4'
2023-01-06 15:42:07,305: '7'
2023-01-06 15:42:07,525: '7'
2023-01-06 15:42:07,711: '7'
2023-01-06 15:42:18,990: 'b'
2023-01-06 15:42:19,074: 'l'
2023-01-06 15:42:22,726: 'a'
2023-01-06 15:42:22,869: 'n'
2023-01-06 15:42:23,082: 'j'
2023-01-06 15:42:23,082: 'k'
2023-01-06 15:42:29,485: 'a'
2023-01-06 15:42:29,575: 'n'
2023-01-06 15:42:29,785: 'k'
2023-01-06 15:42:30,112: Key.space
2023-01-06 15:42:30,443: 'p'
2023-01-06 15:42:30,650: 'i'
2023-01-06 15:42:30,877: 'm'
2023-01-06 15:42:31,044: 'k'
2023-01-06 15:42:32,713: Key.backspace
2023-01-06 15:42:32,871: Key.backspace
2023-01-06 15:42:33,132: 'n'
2023-01-06 15:42:34,134: 'k'
2023-01-06 15:42:54,270: 'b'
2023-01-06 15:42:54,421: 'l'
2023-01-06 15:42:55,020: 'a'
2023-01-06 15:42:55,148: 'n'
2023-01-06 15:42:55,441: 'k'
2023-01-06 15:42:56,026: 'p'
2023-01-06 15:42:56,416: 'i'
2023-01-06 15:42:56,596: 'n'
2023-01-06 15:42:56,749: 'k'
2023-01-06 15:43:37,383: 'b'
2023-01-06 15:43:37,519: 'l'
2023-01-06 15:43:37,985: 'a'
2023-01-06 15:43:38,400: 'n'
2023-01-06 15:43:38,625: 'k'
2023-01-06 15:43:38,927: Key.space
2023-01-06 15:43:39,287: 'p'
2023-01-06 15:43:39,571: 'i'
2023-01-06 15:43:39,971: 'n'
2023-01-06 15:43:40,180: 'k'
2023-01-06 15:43:41,429: Key.enter
2023-01-06 15:43:47,350: Key.backspace
2023-01-06 15:43:47,490: Key.backspace
2023-01-06 15:43:47,650: Key.backspace
2023-01-06 15:43:47,785: Key.backspace
2023-01-06 15:43:47,934: Key.backspace
2023-01-06 15:43:48,086: Key.backspace
2023-01-06 15:43:48,243: Key.backspace
2023-01-06 15:43:49,200: Key.backspace
2023-01-06 15:43:49,538: Key.backspace
2023-01-06 15:43:54,486: '3'
2023-01-06 15:43:54,626: '0'
2023-01-06 15:43:55,158: '8'
2023-01-06 15:43:56,449: '4'
2023-01-06 15:43:57,245: '1'
2023-01-06 15:43:57,387: '8'
2023-01-06 15:44:11,588: '7'
2023-01-06 15:44:12,010: '5'
2023-01-06 15:44:12,464: '9'
2023-01-06 15:44:13,488: Key.backspace
2023-01-06 15:44:14,228: '8'
2023-01-06 15:44:30,582: 'b'
2023-01-06 15:44:34,559: 'l'
2023-01-06 15:44:34,826: 'a'
2023-01-06 15:44:35,847: 'c'
2023-01-06 15:44:36,017: 'k'
2023-01-06 15:44:36,262: 'p'
2023-01-06 15:44:36,510: 'i'
2023-01-06 15:44:36,762: 'n'
2023-01-06 15:44:36,981: 'k'
2023-01-06 15:44:37,213: 'i'
2023-01-06 15:44:37,416: 'n'
2023-01-06 15:44:37,709: 'y'
2023-01-06 15:44:37,837: 'o'
2023-01-06 15:44:38,079: 'u'
2023-01-06 15:44:38,329: 'r'
2023-01-06 15:44:38,767: 'a'
2023-01-06 15:44:39,044: 'r'
2023-01-06 15:44:39,279: 'e'
2023-01-06 15:44:39,591: 'a'
2023-01-06 15:45:20,135: '0'
2023-01-06 15:45:20,378: '9'
2023-01-06 15:45:20,906: '1'
2023-01-06 15:45:21,068: '0'
2023-01-06 15:45:21,530: '3'
2023-01-06 15:45:21,920: '8'
2023-01-06 15:45:22,099: '8'
2023-01-06 15:45:22,583: '4'
2023-01-06 15:45:22,815: '7'
2023-01-06 15:45:23,018: '7'
2023-01-06 15:45:23,169: '7'
2023-01-06 15:45:25,438: 'b'
2023-01-06 15:45:25,849: 'l'
2023-01-06 15:45:26,034: 'a'
2023-01-06 15:45:26,642: 'n'
2023-01-06 15:45:26,833: 'k'
2023-01-06 15:45:27,111: Key.space
2023-01-06 15:45:27,378: 'p'
2023-01-06 15:45:27,582: 'i'
2023-01-06 15:45:27,798: 'n'
2023-01-06 15:45:27,987: 'k'
2023-01-06 15:45:29,299: Key.enter
2023-01-06 15:45:30,615: Key.backspace
2023-01-06 15:45:32,915: 'b'
2023-01-06 15:45:34,860: Key.backspace
2023-01-06 15:45:36,790: Key.caps_lock
2023-01-06 15:45:37,229: 'b'
2023-01-06 15:45:37,430: Key.caps_lock
2023-01-06 15:45:38,336: 'l'
2023-01-06 15:45:38,458: 'a'
2023-01-06 15:45:42,528: 'n'
2023-01-06 15:45:42,754: 'k'
2023-01-06 15:45:42,970: 'p'
2023-01-06 15:45:43,203: 'i'
2023-01-06 15:45:43,404: 'n'
2023-01-06 15:45:43,590: 'k'
2023-01-06 15:45:44,807: Key.backspace
2023-01-06 15:45:49,028: 'n'
2023-01-06 15:45:49,303: 'k'
2023-01-06 15:45:50,450: Key.space
2023-01-06 15:45:50,751: 'p'
2023-01-06 15:45:51,021: 'i'
2023-01-06 15:45:51,240: 'n'
2023-01-06 15:45:51,425: 'k'
2023-01-06 15:45:52,255: Key.enter
2023-01-06 15:46:15,670: '0'
2023-01-06 15:46:15,922: '9'
2023-01-06 15:46:16,451: '1'
2023-01-06 15:46:16,646: '0'
2023-01-06 15:46:17,464: '3'
2023-01-06 15:46:17,745: '8'
2023-01-06 15:46:17,935: '8'
2023-01-06 15:46:18,294: '4'
2023-01-06 15:46:18,669: '7'
2023-01-06 15:46:18,852: '7'
2023-01-06 15:46:19,005: '7'
2023-01-06 15:46:22,246: 'b'
2023-01-06 15:46:22,405: 'l'
2023-01-06 15:46:22,821: 'a'
2023-01-06 15:46:24,455: 'n'
2023-01-06 15:46:24,700: 'k'
2023-01-06 15:46:24,719: 'l'
2023-01-06 15:46:26,475: Key.backspace
2023-01-06 15:46:26,640: Key.backspace
2023-01-06 15:46:26,791: Key.backspace
2023-01-06 15:46:27,321: Key.backspace
2023-01-06 15:46:28,796: 'a'
2023-01-06 15:46:28,926: 'n'
2023-01-06 15:46:29,139: 'k'
2023-01-06 15:46:29,464: Key.space
2023-01-06 15:46:29,750: 'p'
2023-01-06 15:46:29,986: 'i'
2023-01-06 15:46:30,299: 'n'
2023-01-06 15:46:30,491: 'k'
2023-01-06 15:46:38,414: 'b'
2023-01-06 15:46:38,564: 'l'
2023-01-06 15:46:38,869: 'a'
2023-01-06 15:46:40,299: Key.backspace
2023-01-06 15:46:40,462: Key.backspace
2023-01-06 15:46:40,629: Key.backspace
2023-01-06 15:46:40,764: Key.backspace
2023-01-06 15:46:41,303: 'b'
2023-01-06 15:46:41,400: 'l'
2023-01-06 15:46:41,882: 'a'
2023-01-06 15:46:42,289: 'n'
2023-01-06 15:46:42,524: 'k'
2023-01-06 15:46:43,025: 'p'
2023-01-06 15:46:43,273: 'i'
2023-01-06 15:46:43,508: 'n'
2023-01-06 15:46:43,746: 'k'
2023-01-06 15:46:44,855: Key.backspace
2023-01-06 15:46:57,472: Key.backspace
2023-01-06 15:46:57,655: Key.backspace
2023-01-06 15:46:57,819: Key.backspace
2023-01-06 15:46:57,969: Key.backspace
2023-01-06 15:46:58,123: Key.backspace
2023-01-06 15:46:58,254: Key.backspace
2023-01-06 15:46:58,420: Key.backspace
2023-01-06 15:46:58,569: Key.backspace
2023-01-06 15:47:00,038: 'b'
2023-01-06 15:47:00,406: 'l'
2023-01-06 15:47:00,680: 'a'
2023-01-06 15:47:01,212: 'n'
2023-01-06 15:47:01,434: 'k'
2023-01-06 15:47:01,859: 'p'
2023-01-06 15:47:02,083: 'i'
2023-01-06 15:47:02,318: 'n'
2023-01-06 15:47:02,518: 'k'
2023-01-06 15:47:05,285: 'b'
2023-01-06 15:47:05,689: 'l'
2023-01-06 15:47:05,954: 'a'
2023-01-06 15:47:06,426: 'n'
2023-01-06 15:47:06,636: 'k'
2023-01-06 15:47:06,976: 'p'
2023-01-06 15:47:07,232: 'i'
2023-01-06 15:47:07,498: 'n'
2023-01-06 15:47:07,673: 'k'
2023-01-06 15:47:08,561: Key.enter
2023-01-06 15:47:17,742: Key.backspace
2023-01-06 15:47:18,251: Key.backspace
2023-01-06 15:47:18,282: Key.backspace
2023-01-06 15:47:18,313: Key.backspace
2023-01-06 15:47:18,344: Key.backspace
2023-01-06 15:47:18,375: Key.backspace
2023-01-06 15:47:18,407: Key.backspace
2023-01-06 15:47:18,453: Key.backspace
2023-01-06 15:47:18,482: Key.backspace
2023-01-06 15:47:18,513: Key.backspace
2023-01-06 15:47:18,548: Key.backspace
2023-01-06 15:47:18,580: Key.backspace
2023-01-06 15:47:18,611: Key.backspace
2023-01-06 15:47:18,643: Key.backspace
2023-01-06 15:47:18,675: Key.backspace
2023-01-06 15:47:18,706: Key.backspace
2023-01-06 15:47:18,751: Key.backspace
2023-01-06 15:47:18,782: Key.backspace
2023-01-06 15:47:18,812: Key.backspace
2023-01-06 15:47:18,843: Key.backspace
2023-01-06 15:47:18,875: Key.backspace
2023-01-06 15:47:20,877: Key.backspace
2023-01-06 15:47:21,377: Key.backspace
2023-01-06 15:47:21,418: Key.backspace
2023-01-06 15:47:21,448: Key.backspace
2023-01-06 15:47:21,479: Key.backspace
2023-01-06 15:47:21,510: Key.backspace
2023-01-06 15:47:21,542: Key.backspace
2023-01-06 15:47:21,590: Key.backspace
2023-01-06 15:47:21,622: Key.backspace
2023-01-06 15:47:21,653: Key.backspace
2023-01-06 15:47:21,684: Key.backspace
2023-01-06 15:47:21,716: Key.backspace
2023-01-06 15:47:21,746: Key.backspace
2023-01-06 15:47:21,777: Key.backspace
2023-01-06 15:47:21,808: Key.backspace
2023-01-06 15:47:21,840: Key.backspace
2023-01-06 15:47:21,886: Key.backspace
2023-01-06 15:47:21,917: Key.backspace
2023-01-06 15:47:21,949: Key.backspace
2023-01-06 15:47:21,979: Key.backspace
2023-01-06 15:47:22,017: Key.backspace
2023-01-06 15:47:22,048: Key.backspace
2023-01-06 15:47:22,079: Key.backspace
2023-01-06 15:47:22,703: '0'
2023-01-06 15:47:22,877: '9'
2023-01-06 15:47:26,312: Key.backspace
2023-01-06 15:47:26,496: Key.backspace
2023-01-06 15:47:26,646: Key.backspace
2023-01-06 15:47:26,796: Key.backspace
2023-01-06 15:47:28,743: Key.backspace
2023-01-06 15:47:29,253: Key.backspace
2023-01-06 15:47:29,284: Key.backspace
2023-01-06 15:47:29,319: Key.backspace
2023-01-06 15:47:29,349: Key.backspace
2023-01-06 15:47:29,380: Key.backspace
2023-01-06 15:47:29,412: Key.backspace
2023-01-06 15:47:29,442: Key.backspace
2023-01-06 15:47:29,620: Key.backspace
2023-01-06 15:47:29,780: Key.backspace
2023-01-06 15:47:29,931: Key.backspace
2023-01-06 15:47:34,716: '0'
2023-01-06 15:47:34,899: '9'
2023-01-06 15:47:35,425: '3'
2023-01-06 15:47:35,569: '0'
2023-01-06 15:47:38,673: '8'
2023-01-06 15:47:39,384: '4'
2023-01-06 15:47:42,264: Key.backspace
2023-01-06 15:47:42,418: Key.backspace
2023-01-06 15:47:43,460: '1'
2023-01-06 15:47:43,588: '8'
2023-01-06 15:47:44,945: '8'
2023-01-06 15:47:45,652: '4'
2023-01-06 15:47:47,117: '7'
2023-01-06 15:47:47,363: '5'
2023-01-06 15:47:47,539: '8'
2023-01-06 15:47:55,527: Key.backspace
2023-01-06 15:47:55,713: Key.backspace
2023-01-06 15:47:55,889: Key.backspace
2023-01-06 15:47:57,955: Key.backspace
2023-01-06 15:47:59,682: '8'
2023-01-06 15:48:00,022: '4'
2023-01-06 15:48:00,316: '1'
2023-01-06 15:48:00,822: '8'
